TSNE Element 1,TSNE Element 2,TSNE Element 3,stimulus,restimulus
-19.6155,-20.584707,-15.542176,0,0
-15.370341,-23.015455,-15.34837,0,0
-16.010204,-22.264938,-16.307768,0,0
-19.518896,-22.344883,-16.58273,0,0
-21.97514,-22.23314,-17.019514,0,0
-23.959356,-19.456066,-19.453217,0,0
-28.831377,-17.663954,-21.048147,0,0
-31.567722,-19.349178,-20.96178,0,0
-30.847273,-16.534224,-21.960924,0,0
-36.194805,-27.209553,-14.042504,0,0
-35.03851,-17.773542,-21.288733,0,0
-20.996653,-8.282672,-21.928041,0,0
-13.711687,-5.1019683,-19.513851,0,0
-13.089746,-5.44994,-19.669643,0,0
-12.97983,-6.2165556,-19.701832,0,0
-14.915627,-8.766154,-22.372492,0,0
-17.821033,-9.268314,-23.861551,0,0
-23.050266,-11.009328,-26.61751,0,0
-22.320988,-11.922944,-25.646278,0,0
-23.40727,-7.1966805,-21.861584,0,0
-19.18115,-0.21872078,-18.762493,0,0
-19.20076,-0.2300669,-18.792168,0,0
-18.92392,-0.43293875,-19.08624,0,0
-14.84865,-5.207277,-19.678503,0,0
-14.913788,-5.5742936,-19.73209,0,0
-14.655609,-5.5222754,-19.664726,0,0
-16.156116,-8.146377,-20.706427,0,0
-16.801342,-10.743963,-21.138155,0,0
-22.354782,-10.428351,-19.578749,0,0
-27.141947,-12.231271,-16.484013,0,0
-21.649303,-35.0305,-10.741053,0,0
-30.946836,-24.299517,8.197525,0,0
-30.94665,-24.299568,8.197719,0,0
-35.13374,-18.297935,8.961127,0,0
-17.923073,-38.13073,-10.796258,0,0
-29.419495,-9.302011,-14.805714,0,0
-25.057858,-7.4802837,-19.289528,0,0
-23.781252,-7.6163955,-20.477852,0,0
-27.818308,-9.983587,-19.422274,0,0
-35.970455,-23.162329,-20.954775,0,0
-31.224024,-6.5406337,-15.353448,0,0
-31.097631,-6.616845,-15.518468,0,0
-27.731377,-10.502951,-15.289078,0,0
-23.089499,-25.664457,-15.271399,0,0
-20.450724,-29.036373,-12.609288,0,0
-16.60954,-33.531864,-8.609903,0,0
-31.984251,-23.602531,14.236046,0,0
-41.80941,4.666386,-0.69703734,0,0
-32.176098,-28.923845,2.8790362,0,0
-33.19772,-28.39041,1.7675023,0,0
-30.43144,-8.984537,-14.860248,0,0
-25.768185,-8.642917,-18.561857,0,0
-23.256289,-8.767123,-16.566113,0,0
-22.009775,-9.199307,-16.913181,0,0
-22.283941,-9.5093155,-16.279705,0,0
-22.414082,-10.236833,-17.296467,0,0
-22.044506,-9.576603,-19.315718,0,0
-23.889677,-7.329086,-19.220364,0,0
-25.481398,-7.037513,-18.980734,0,0
-28.266232,-6.37378,-18.27564,0,0
-28.887741,-6.6615434,-18.546852,0,0
-27.158466,-7.825589,-19.303244,0,0
-25.474756,-10.5507965,-18.765196,0,0
-22.024431,-17.297403,-20.689528,0,0
-22.823755,-16.901142,-21.639305,0,0
-24.164753,-17.934752,-21.374454,0,0
-27.99161,-18.087029,-20.647766,0,0
-28.831772,-17.664133,-21.049377,0,0
-31.3914,-27.913586,-15.368549,0,0
-33.142963,-32.708214,-10.621679,0,0
-31.752663,-8.261008,-14.137628,0,0
-29.33982,-3.949402,-14.408246,0,0
-29.275883,-4.0077977,-14.215373,0,0
-29.995316,-3.2843962,-14.169327,0,0
-31.849585,-4.5868154,-13.411959,0,0
-33.819103,-6.4486375,-13.317833,0,0
-43.67471,-20.261438,-1.5737721,0,0
-33.75312,-27.856657,-14.865427,0,0
-27.991457,-18.08696,-20.647774,0,0
-24.164677,-17.934769,-21.374369,0,0
-27.345655,-10.182063,-19.265774,0,0
-28.001741,-8.358367,-18.488817,0,0
-30.735867,-8.649513,-17.516388,0,0
-31.659634,-10.782409,-27.037937,0,0
-27.693855,-8.381465,-29.435286,0,0
-21.660582,-8.455283,-27.527151,0,0
-19.843975,-8.275023,-26.588987,0,0
-19.957258,-8.873117,-25.991655,0,0
-23.694769,-7.2113457,-22.217249,0,0
-25.547295,2.5607271,-15.933931,0,0
-25.56451,4.0988493,-17.03066,0,0
-25.508766,4.200919,-17.201006,0,0
-25.555698,3.919532,-16.952452,0,0
-26.380613,2.5076394,-15.741443,0,0
-27.511131,1.1716976,-14.851206,0,0
-29.398758,-2.9751828,-16.829422,0,0
-29.71303,-3.2505734,-15.9170265,0,0
-30.702995,-4.4840393,-15.078243,0,0
-31.856218,-5.719914,-15.50892,0,0
-42.001286,-0.31001782,7.743762,0,0
24.320023,-7.750608,35.18797,0,0
-13.873019,-11.895785,38.903576,0,0
-25.502365,4.927391,23.922106,0,0
25.890364,6.6680727,-27.49873,0,0
-25.414452,-39.262268,-6.1026216,0,0
-32.516743,-9.918155,-11.84047,0,0
-29.442053,-6.0852947,-13.961671,0,0
-29.82451,-2.3482528,-13.174227,0,0
-29.623436,-1.6509128,-13.602631,0,0
-29.21396,-2.7809541,-14.812345,0,0
-29.460243,-3.1905713,-16.660252,0,0
-29.517632,-3.293578,-17.127565,0,0
-29.516182,-3.3775089,-16.358076,0,0
-29.61862,-3.3045592,-15.994204,0,0
-29.774128,-3.5460699,-14.485523,0,0
-31.692516,-4.3942175,-12.4797325,0,0
-33.48224,-6.3761945,-7.6285605,0,0
39.107613,21.633059,-6.6609187,0,0
-31.36546,-6.3712287,-15.287601,0,0
-29.774174,-3.5459926,-14.485499,0,0
-30.26205,-2.9201944,-13.135847,0,0
-30.974766,-3.4368575,-12.46629,0,0
-31.713871,-4.3491855,-12.479237,0,0
-33.528984,-5.944912,-11.176869,0,0
-30.994156,-3.9962015,-14.199296,0,0
-30.160074,-3.2471092,-15.173243,0,0
-30.28743,-3.207915,-14.16852,0,0
-31.03027,-3.9188588,-13.890629,0,0
-28.055387,0.34796745,-14.4276705,0,0
-27.524002,3.3827968,-15.846446,0,0
-27.523975,3.3827524,-15.846368,0,0
-27.22489,3.359055,-15.975509,0,0
-27.523975,3.38278,-15.8463125,0,0
-27.87614,3.4165978,-15.74531,0,0
-28.750372,3.182139,-15.255375,0,0
-30.031725,2.2995977,-13.798793,0,0
-31.08267,0.25190338,-11.707187,0,0
-32.61189,-0.6862305,-9.313456,0,0
-34.054413,-2.4467607,-7.2213545,0,0
-31.173382,-1.703436,-11.303599,0,0
-30.800642,0.1741113,-12.000117,0,0
-30.95911,0.20277344,-11.827594,0,0
-31.082623,0.2519538,-11.707153,0,0
-31.298376,2.5787985,-13.437373,0,0
-31.72504,4.658893,-15.195506,0,0
-31.725029,4.658889,-15.195481,0,0
-30.447878,4.0201397,-15.064934,0,0
-30.46232,2.671548,-13.922357,0,0
-28.97516,3.8963761,-15.779845,0,0
-28.277262,6.516086,-20.293915,0,0
-27.621136,7.202409,-20.556446,0,0
-25.793692,6.3515854,-19.650873,0,0
-24.987118,5.936628,-19.472912,0,0
-25.586203,3.9618208,-16.933332,0,0
-26.442654,2.1449645,-15.447088,0,0
-26.643572,1.2272762,-14.937283,0,0
-30.139793,-4.082467,-18.372402,0,0
-30.14497,-4.098101,-18.4843,0,0
-21.932652,2.5107071,-14.986912,0,0
-20.7128,2.858125,-16.110031,0,0
-20.682606,2.8602731,-16.131195,0,0
-20.95004,2.7753668,-15.717789,0,0
-21.807613,2.4099143,-14.952618,0,0
-30.20254,-4.165271,-18.940826,0,0
-30.072338,-3.926965,-18.31019,0,0
-25.695967,3.8717303,-16.74062,0,0
-26.385698,5.5817513,-18.429667,0,0
-27.358107,4.586316,-16.936878,0,0
-28.750372,3.1821392,-15.255376,0,0
-28.707842,1.156487,-14.228079,0,0
-28.214857,0.26822767,-14.371517,0,0
-29.540325,-1.8105578,-14.197616,0,0
-30.392805,-2.9568818,-13.066752,0,0
-30.5192,-2.9000378,-12.652133,0,0
-30.994802,-3.069546,-11.777959,0,0
-30.958912,-3.2917104,-12.091652,0,0
-29.36449,-0.83315396,-13.804792,0,0
-29.377718,-0.75876373,-13.78556,0,0
-29.54917,-1.580896,-13.878793,0,0
-29.737364,-2.769286,-14.183058,0,0
-29.398403,-2.9751675,-16.829424,0,0
-29.557213,-3.299175,-17.1664,0,0
-30.398952,-4.4440804,-15.981212,0,0
-33.999767,-6.6360145,-14.3071785,0,0
-35.950367,-7.784196,-13.2588215,0,0
23.546724,-7.9043345,35.032253,0,0
-43.748863,-21.85589,-9.606112,0,0
-45.034077,-12.554545,-2.118962,0,0
-13.513416,-11.994413,38.703953,0,0
22.213545,0.25808793,32.355312,0,0
-25.504276,5.0550613,23.951426,0,0
-25.505188,4.717639,23.762781,0,0
-31.237778,-7.5742893,-12.380795,0,0
-27.22228,-7.000455,-17.081059,0,0
-27.658442,-7.6391516,-18.221315,0,0
-28.862162,-8.887967,-20.21622,0,0
-26.038383,-9.1605425,-18.748331,0,0
-25.765898,-10.5793495,-18.567076,0,0
-28.675634,-12.035754,-16.01722,0,0
-27.82935,-22.826607,-19.20722,0,0
-17.968557,-13.657985,-19.708242,0,0
-15.542967,-12.627102,-19.19165,0,0
-15.860879,-13.113625,-19.019133,0,0
-16.017324,-15.285665,-18.755793,0,0
-14.542139,-17.600206,-18.291418,0,0
-15.4498,-18.585112,-17.85033,0,0
-16.017324,-15.285665,-18.755793,0,0
-18.883259,-16.46148,-19.070133,0,0
-20.197517,-15.039277,-20.657349,0,0
-22.579851,-15.406572,-22.874685,0,0
-28.831772,-17.664133,-21.049377,0,0
-32.369106,-19.07297,-21.125853,0,0
-38.20417,-25.961317,-12.922989,0,0
-35.410217,-18.951788,-14.022787,0,0
-28.688864,-24.340923,-16.015783,0,0
-23.533854,-24.302687,-16.008886,0,0
-21.68741,-28.016144,-13.412085,0,0
-24.643377,-22.500341,-17.836765,0,0
-27.69026,-20.292433,-19.48089,0,0
-30.01044,-12.047829,-16.918377,0,0
14.851292,3.5285633,-19.370974,1,1
28.228819,-3.0870612,-12.0971985,1,1
28.951132,-2.7499661,-11.408731,1,1
29.118992,-2.6615329,-11.182251,1,1
29.127192,-2.6053839,-11.080574,1,1
31.42658,-9.384362,-3.3756638,1,1
33.237434,-13.61394,0.5793903,1,1
32.967716,-13.753856,0.8760835,1,1
32.987144,-13.762572,0.92013866,1,1
33.00804,-13.760615,0.91721344,1,1
33.037106,-13.750378,0.8855077,1,1
33.178535,-13.701186,0.7833472,1,1
33.35163,-13.654445,0.7489067,1,1
33.438797,-13.626258,0.76624405,1,1
24.969284,-22.110832,12.287534,1,1
11.269838,-23.247805,20.551239,1,1
12.361011,-23.621037,19.828493,1,1
12.423253,-23.661842,19.724388,1,1
12.432566,-23.684322,19.654968,1,1
12.407691,-23.68398,19.649368,1,1
12.253247,-23.538221,20.023058,1,1
12.009829,-23.321627,20.51135,1,1
11.806356,-23.24237,20.682302,1,1
11.575741,-23.239035,20.727493,1,1
11.239716,-23.239471,20.772429,1,1
11.127825,-23.22171,20.80569,1,1
11.204183,-23.203648,20.767445,1,1
11.45103,-23.19635,20.758892,1,1
12.216043,-23.096207,20.8858,1,1
12.280919,-23.112034,20.849943,1,1
12.274458,-23.083298,20.89851,1,1
12.170236,-23.07566,20.9145,1,1
11.853928,-23.109682,20.862864,1,1
11.409168,-23.153948,20.783875,1,1
11.161529,-23.189447,20.717787,1,1
11.034455,-23.220016,20.660866,1,1
29.18631,-19.254503,12.298148,1,1
29.186361,-19.207493,12.307039,1,1
29.17089,-19.21333,12.3084955,1,1
29.102037,-19.279198,12.362404,1,1
29.009281,-19.369776,12.432758,1,1
28.896708,-19.47582,12.504567,1,1
25.629179,-22.901457,12.808471,1,1
25.557886,-22.932383,12.788208,1,1
25.523933,-22.928791,12.768774,1,1
25.574223,-23.208822,12.7847395,1,1
5.0830736,-21.346941,24.59557,1,1
4.889781,-21.37352,24.70313,1,1
5.0043516,-21.948936,24.173393,1,1
5.0685115,-22.088459,24.021334,1,1
5.0807724,-22.091536,24.011599,1,1
5.0814095,-22.031412,24.059837,1,1
5.0769405,-21.867233,24.196766,1,1
5.061067,-21.714891,24.329512,1,1
5.0739946,-21.636553,24.381468,1,1
5.1176815,-21.684284,24.320946,1,1
5.1057405,-21.842236,24.200706,1,1
5.112349,-21.841946,24.197191,1,1
5.0289946,-21.689804,24.37167,1,1
4.9218893,-21.552055,24.55023,1,1
4.9022813,-21.476477,24.621681,1,1
4.970993,-21.47409,24.576315,1,1
5.077098,-21.453999,24.528845,1,1
5.1076674,-21.400898,24.55663,1,1
5.021644,-21.498932,24.529606,1,1
5.044069,-21.565403,24.462221,1,1
5.091041,-21.578854,24.423517,1,1
5.072854,-21.514631,24.486086,1,1
4.9771533,-21.41371,24.623701,1,1
4.2957487,-21.00607,25.390635,1,1
4.2260528,-20.96831,25.473724,1,1
4.455067,-21.154295,25.177193,1,1
4.6172934,-21.280336,24.96855,1,1
4.7323036,-21.336958,24.844982,1,1
4.611503,-21.244907,25.000519,1,1
3.9493213,-20.788397,25.846907,1,1
3.9044197,-20.755058,25.903046,1,1
3.898589,-20.759245,25.908833,1,1
3.8733094,-20.746376,25.943731,1,1
3.886239,-20.748388,25.924135,1,1
3.8835695,-20.740866,25.92627,1,1
3.78598,-20.655514,26.072996,1,1
3.7367656,-20.653805,26.147518,1,1
3.6824594,-20.669619,26.22614,1,1
3.3634207,-20.658894,26.694769,1,1
2.8970096,-20.89093,27.3145,1,1
2.830028,-20.972612,27.367218,1,1
2.8038116,-21.038149,27.359539,1,1
2.7157195,-21.210598,27.358303,1,1
2.669761,-21.330997,27.327192,1,1
2.6673965,-21.353086,27.3105,1,1
2.6596694,-21.372383,27.305359,1,1
5.733661,-27.523466,-27.242193,1,1
5.743102,-27.556995,-27.294655,1,1
5.7456803,-27.579206,-27.335266,1,1
5.7367167,-27.61262,-27.402248,1,1
5.7460723,-27.632633,-27.44299,1,1
5.8404613,-27.657913,-27.510277,1,1
5.9808817,-27.704525,-27.611631,1,1
6.1550183,-27.580437,-27.792524,1,1
6.494276,-24.641033,-30.87108,1,1
6.427788,-24.496628,-30.953403,1,1
6.482637,-24.534792,-30.877296,1,1
6.6661367,-24.768415,-30.65158,1,1
7.2656746,-25.678062,-29.98322,1,1
7.568071,-26.168177,-29.751266,1,1
7.8862724,-26.624195,-29.48196,1,1
8.42343,-26.403605,-29.345251,1,1
7.975886,-26.24143,-29.661524,1,1
7.336174,-26.063591,-30.229494,1,1
5.169536,-23.951157,-32.672962,1,1
5.013271,-23.931952,-32.7822,1,1
5.017209,-23.967588,-32.729557,1,1
4.9267597,-23.913437,-32.73743,1,1
4.9318233,-23.735884,-32.787884,1,1
5.012952,-23.633247,-32.77659,1,1
5.1045713,-23.582033,-32.754906,1,1
5.1798205,-23.524998,-32.730667,1,1
4.2445574,-21.982107,-35.21809,1,1
4.1298857,-21.839169,-35.4839,1,1
4.1095695,-21.810678,-35.59744,1,1
4.0746207,-21.812317,-35.698483,1,1
4.1323047,-21.908493,-35.548946,1,1
4.2751317,-22.046228,-35.148453,1,1
4.2815876,-22.098722,-35.086517,1,1
3.537728,-22.08649,-36.26489,1,1
3.4231606,-21.911036,-36.42755,1,1
3.3826578,-21.792576,-36.47998,1,1
3.404892,-21.579721,-36.38539,1,1
3.4148307,-21.340178,-36.176167,1,1
3.4061346,-21.119934,-36.086983,1,1
3.3976424,-20.956137,-36.219513,1,1
3.3885183,-20.89237,-36.272663,1,1
3.389639,-20.90533,-36.241516,1,1
3.4040887,-20.937649,-36.125618,1,1
3.4190605,-20.955631,-36.038197,1,1
3.4235165,-20.976564,-35.92178,1,1
3.4048264,-20.96508,-35.828926,1,1
3.4192708,-20.998112,-35.88381,1,1
3.329129,-20.955593,-35.658344,1,1
3.0210514,-20.761902,-35.083145,1,1
2.98605,-20.742565,-35.01835,1,1
2.8373106,-20.648888,-34.91435,1,1
2.5321279,-20.494291,-34.62401,1,1
2.3497355,-20.420803,-34.48844,1,1
2.4015038,-20.442814,-34.525448,1,1
2.4370894,-20.45892,-34.55244,1,1
2.3962908,-20.441727,-34.52337,1,1
2.3514497,-20.42392,-34.49029,1,1
2.2093973,-20.382313,-34.408585,1,1
2.0949163,-20.351255,-34.345848,1,1
1.7591609,-20.27419,-34.1737,1,1
1.4746026,-20.218906,-34.039566,1,1
1.3495206,-20.195337,-33.97962,1,1
1.2755805,-20.181828,-33.946457,1,1
1.2025605,-20.176542,-33.931267,1,1
1.0564045,-20.171778,-33.903866,1,1
0.46075717,-20.165756,-33.79644,1,1
0.10923773,-20.165335,-33.73515,1,1
0.07929102,-20.164833,-33.734447,1,1
0.08403086,-20.163038,-33.740097,1,1
0.0884972,-20.163052,-33.74388,1,1
0.084308445,-20.161907,-33.74658,1,1
0.09055781,-20.162853,-33.747204,1,1
0.088337354,-20.163132,-33.740814,1,1
0.0733294,-20.163555,-33.731857,1,1
0.061150167,-20.166096,-33.725235,1,1
0.04005538,-20.16772,-33.720448,1,1
0.013431327,-20.16911,-33.71076,1,1
-0.010247066,-20.170675,-33.70283,1,1
-0.03283566,-20.171972,-33.696312,1,1
-0.05879605,-20.174314,-33.689682,1,1
-0.14210239,-20.184666,-33.66814,1,1
-0.25597307,-20.205765,-33.63733,1,1
-0.3953284,-20.24136,-33.596275,1,1
-5.638163,-23.194586,-31.432673,1,1
-5.8125315,-23.291025,-31.49477,1,1
-5.8980494,-23.33583,-31.548649,1,1
-5.871039,-23.511547,-31.671453,1,1
-5.8421617,-23.596857,-31.712318,1,1
-5.84434,-23.607382,-31.720057,1,1
-5.8699694,-23.620766,-31.744087,1,1
-5.9046726,-23.618074,-31.767897,1,1
-5.8863807,-23.669292,-31.79074,1,1
-5.8969116,-23.743902,-31.847517,1,1
-5.907021,-23.795696,-31.884668,1,1
-5.929069,-24.022999,-32.02591,1,1
-5.8941298,-24.130125,-32.03953,1,1
-5.856623,-24.24225,-32.05497,1,1
-5.8155,-24.45799,-32.114414,1,1
-5.807429,-24.586168,-32.16774,1,1
-5.778238,-24.770447,-32.221928,1,1
-5.722486,-25.123756,-32.316288,1,1
-5.6682644,-25.234793,-32.295895,1,1
-5.6007514,-25.430044,-32.29427,1,1
-5.5938706,-25.413784,-32.276737,1,1
-5.5308576,-25.647476,-32.29508,1,1
-5.3881345,-26.162876,-32.330006,1,1
-5.362308,-26.238476,-32.32729,1,1
-5.289767,-26.290056,-32.244198,1,1
-5.1655283,-26.47288,-32.151196,1,1
-5.036819,-26.64587,-32.05062,1,1
-5.0078177,-26.688545,-32.030807,1,1
-4.864575,-26.883429,-31.927935,1,1
-4.740271,-27.041924,-31.832008,1,1
-4.632039,-27.176329,-31.769396,1,1
-4.5651774,-27.250628,-31.762514,1,1
-4.5433416,-27.273804,-31.760166,1,1
-4.569256,-27.248217,-31.746737,1,1
-4.5586953,-27.26952,-31.685038,1,1
-4.5467415,-27.285736,-31.664238,1,1
-4.529871,-27.309177,-31.630491,1,1
-4.52447,-27.31773,-31.614147,1,1
-4.5146093,-27.326992,-31.617125,1,1
-4.4679246,-27.392868,-31.516035,1,1
-4.348068,-27.555439,-31.279707,1,1
-4.1310716,-27.865063,-30.814846,1,1
-3.9081247,-28.259401,-30.207006,1,1
-3.773555,-28.638237,-29.56957,1,1
-3.7585685,-28.920904,-29.070528,1,1
-3.8637972,-29.252054,-28.47051,1,1
-4.120273,-29.636854,-27.758877,1,1
-4.3728027,-29.866037,-27.35295,1,1
-4.541796,-29.97701,-27.163435,1,1
-4.595914,-30.007994,-27.114317,1,1
-4.599289,-30.006578,-27.119734,1,1
-4.6373644,-30.025879,-27.093122,1,1
-4.7717066,-30.101524,-26.96626,1,1
-6.7128005,-31.026001,-24.589853,1,1
-6.9293323,-31.024054,-24.328688,1,1
-7.193945,-30.915562,-24.091019,1,1
-7.5978136,-30.876505,-23.656122,1,1
-8.165327,-30.961554,-22.980433,1,1
-8.440516,-30.95898,-22.697628,1,1
-8.440537,-30.994064,-22.565527,1,1
-8.463722,-31.015303,-22.399048,1,1
-8.754063,-30.917875,-22.330072,1,1
-9.993954,-31.249664,-22.209927,1,1
-10.448416,-31.436937,-22.163404,1,1
-10.622862,-31.571953,-22.103346,1,1
-10.717749,-31.678087,-22.044617,1,1
-10.873842,-31.71679,-22.030228,1,1
-11.106254,-31.6229,-22.100546,1,1
-0.59343225,-24.497023,-7.7769976,1,1
-0.53378665,-24.484951,-7.7950625,1,1
-0.5043248,-24.479708,-7.804704,1,1
-0.4701087,-24.483873,-7.817633,1,1
-0.43047544,-24.493427,-7.835699,1,1
-0.3515523,-24.500881,-7.8657293,1,1
-0.22884186,-24.504766,-7.898472,1,1
0.0372851,-24.4905,-7.9769573,1,1
0.6022103,-24.421366,-8.1991415,1,1
1.3366349,-24.252352,-8.552118,1,1
1.6604271,-24.067974,-8.7162485,1,1
4.0652475,-15.9084015,-3.4261713,1,1
3.9825337,-15.906001,-3.5619297,1,1
3.9040716,-15.920988,-3.6968958,1,1
13.994757,19.631477,-23.265886,1,1
14.009449,19.647959,-23.325119,1,1
13.965646,19.743729,-23.255962,1,1
11.384706,21.109858,-23.710848,1,1
11.273114,21.195322,-23.702568,1,1
11.203682,21.264292,-23.679749,1,1
11.129588,21.363865,-23.598116,1,1
10.990105,21.61643,-23.338829,1,1
13.587019,20.03835,-19.407074,1,1
14.033919,18.693466,-21.171785,1,1
14.16181,18.61231,-21.365534,1,1
14.321641,18.892895,-21.444614,1,1
14.485891,19.767288,-21.670567,1,1
14.449874,19.993227,-21.66389,1,1
12.505625,21.060566,-21.081217,1,1
11.069808,22.25247,-19.324924,1,1
8.683079,21.492807,-17.061495,1,1
8.737516,21.119299,-17.807072,1,1
14.689684,25.705576,-10.81534,1,1
14.721906,25.67509,-10.816176,1,1
12.054895,20.0689,-19.327345,1,1
12.090178,20.254047,-18.015844,1,1
12.458869,20.663252,-15.323258,1,1
19.03619,20.163929,-7.6016273,1,1
23.686882,10.286808,-5.9020085,1,1
24.4759,9.462291,-5.1697187,1,1
24.360914,9.299893,-4.981031,1,1
23.674717,9.508783,-4.615621,1,1
22.225607,10.219456,-4.225982,1,1
20.289103,9.575638,-5.7849865,1,1
20.797018,8.248089,-6.0869193,1,1
20.821796,8.041317,-6.1773944,1,1
21.134172,8.155871,-6.312492,1,1
23.191977,8.314937,-6.9373975,1,1
30.135199,-1.0354632,-0.70543355,1,1
30.282251,-0.98606706,-0.7442755,1,1
29.964252,-0.9610499,-0.9484882,1,1
28.060009,-0.46379948,-1.3347073,1,1
23.757528,6.5705123,-5.823899,1,1
21.521416,5.927885,-5.039069,1,1
20.488037,7.010595,-5.412257,1,1
20.31332,7.335505,-5.5950236,1,1
15.462327,9.066097,-5.2669334,1,1
15.138918,8.45018,-5.1637893,1,1
16.538979,2.5025818,-11.558388,1,1
22.849234,-1.9638447,-10.686333,1,1
22.881086,-1.97565,-11.072153,1,1
22.88444,-2.565949,-11.734096,1,1
16.11206,-0.15756847,-16.145348,1,1
14.638532,-0.9130217,-15.471082,1,1
